,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
4353,CA02,140105508,DOLLARA co,2020-03-11 10:38:59.406250000,2020.0,2960617990.0,2020-03-03,2020-03-16,2020-03-06,CA10,12344.0,67,,,,3,3,2020,16,3,2020,6,3,2020,5,2905,
4354,U001,200772670,ASSOCIAT us,2020-04-26 17:39:16.578125000,2020.0,1930773266.0,2020-04-09,2020-04-24,2020-04-09,NAU5,19250.04,67,,,,9,4,2020,24,4,2020,9,4,2020,47,186,0-15
4355,U001,200769623,WAL-MAR ,2020-06-07 00:05:06.375000000,2020.0,1930862442.0,2020-05-06,2020-05-21,2020-05-06,NAH4,6083.79,67,,,,6,5,2020,21,5,2020,6,5,2020,32,2975,16-30
4356,U001,200769623,WAL-MAR co,2020-04-27 00:39:39.421875000,2020.0,1930781746.0,2020-04-14,2020-04-29,2020-04-14,NAH4,21952.86,67,,,,14,4,2020,29,4,2020,14,4,2020,32,2977,
4357,U001,200705742,DOT llc,2020-05-18 00:53:07.798828125,2020.0,1930833909.0,2020-04-28,2020-05-18,2020-04-28,NAD1,5364.09,67,,,,28,4,2020,18,5,2020,28,4,2020,26,832,0-15
4358,U001,200769623,WAL-MAR corp,2020-05-07 17:27:00.765625000,2020.0,1930821827.0,2020-04-24,2020-05-09,2020-04-24,NAH4,10476.93,67,,,,24,4,2020,9,5,2020,24,4,2020,32,2978,
4359,U001,200769623,WAL-MAR corporation,2020-05-08 02:13:52.312500000,2020.0,1930825689.0,2020-04-25,2020-05-10,2020-04-25,NAH4,24935.97,67,,,,25,4,2020,10,5,2020,25,4,2020,32,2979,
4360,U001,200759878,SA corp,2020-03-23 23:28:40.843750000,2020.0,1930637512.0,2020-03-10,2020-03-25,2020-03-10,NAH4,21496.19,67,,,,10,3,2020,25,3,2020,10,3,2020,32,2373,
4361,U001,200769623,WAL-MAR trust,2020-03-21 06:36:28.828125000,2020.0,1930624289.0,2020-03-09,2020-03-24,2020-03-09,NAH4,37242.01,67,,,,9,3,2020,24,3,2020,9,3,2020,32,2984,
4362,U001,200726979,BJ'S  ,2020-05-05 20:20:51.250000000,2020.0,1930800367.0,2020-04-18,2020-05-03,2020-04-18,NAA8,107.26,67,,,,18,4,2020,3,5,2020,18,4,2020,19,312,0-15
4363,U001,200769623,WAL-MAR trust,2020-04-07 08:46:10.117187500,2020.0,1930682053.0,2020-03-22,2020-04-06,2020-03-22,NAH4,6805.17,67,,,,22,3,2020,6,4,2020,22,3,2020,32,2984,0-15
4364,U001,200780383,MEIJ trust,2020-04-07 02:48:35.929687500,2020.0,1930685649.0,2020-03-24,2020-04-08,2020-03-24,NAA8,126787.32,67,,,,24,3,2020,8,4,2020,24,3,2020,19,1854,
4365,U001,200803720,DEC in,2020-04-26 19:06:07.375000000,2020.0,1930819422.0,2020-04-23,2020-04-26,2020-04-16,NAM2,6881.7,67,,,,23,4,2020,26,4,2020,16,4,2020,34,716,0-15
4366,CA02,140105785,SHOPPE corporation,2020-03-26 06:18:53.628906250,2020.0,2960619664.0,2020-03-09,2020-03-27,2020-03-17,CA10,98315.29,67,,,,9,3,2020,27,3,2020,17,3,2020,5,2477,
4367,U001,200744019,TARG foundation,2020-05-14 16:04:10.363281250,2020.0,1930833330.0,2020-04-29,2020-05-14,2020-04-29,NAA8,84919.69,67,,,,29,4,2020,14,5,2020,29,4,2020,19,2775,0-15
4368,U001,200529372,GHC  corporation,2020-03-14 15:42:24.599609375,2020.0,1930578950.0,2020-02-29,2020-03-15,2020-02-29,NAA8,21471.51,67,,,,29,2,2020,15,3,2020,29,2,2020,19,1059,
4369,U001,200769623,WAL-MAR llc,2020-04-05 13:39:36.289062500,2020.0,1930687927.0,2020-03-23,2020-04-07,2020-03-23,NAH4,43911.96,67,,,,23,3,2020,7,4,2020,23,3,2020,32,2982,
4370,U001,200418007,AM co,2020-04-19 06:27:37.375000000,2020.0,1930654315.0,2020-03-19,2020-04-03,2020-03-19,NAA8,5360.6,67,,,,19,3,2020,3,4,2020,19,3,2020,19,87,16-30
4371,U001,200739534,OK trust,2020-04-27 07:47:48.089843750,2020.0,1930780062.0,2020-04-13,2020-04-28,2020-04-13,NAA8,24793.44,67,,,,13,4,2020,28,4,2020,13,4,2020,19,2018,
4372,U001,200769623,WAL-MAR trust,2020-05-16 04:50:20.359375000,2020.0,1930837606.0,2020-04-29,2020-05-14,2020-04-29,NAH4,4967.36,67,,,,29,4,2020,14,5,2020,29,4,2020,32,2984,0-15
4373,U001,200707822,PUBLI systems,2020-04-13 21:26:22.109375000,2020.0,1930715913.0,2020-04-01,2020-04-16,2020-04-01,NAA8,58491.28,67,,,,1,4,2020,16,4,2020,1,4,2020,19,2209,
4374,U001,200761734,H E BUT co,2020-03-24 21:15:28.604492188,2020.0,1930630686.0,2020-03-10,2020-03-25,2020-03-10,NAA8,14257.65,67,,,,10,3,2020,25,3,2020,10,3,2020,19,1184,
4375,U001,200769623,WAL-MAR corp,2020-05-02 22:22:22.500000000,2020.0,1930750675.0,2020-04-05,2020-04-20,2020-04-05,NAH4,3703.19,67,,,,5,4,2020,20,4,2020,5,4,2020,32,2978,0-15
4376,U001,200744019,TARG co,2020-03-19 21:42:24.820312500,2020.0,1930599326.0,2020-03-04,2020-03-19,2020-03-04,NAA8,85395.35,67,,,,4,3,2020,19,3,2020,4,3,2020,19,2772,0-15
4377,U001,200761734,H E BUT llc,2020-05-17 09:24:02.851562500,2020.0,1930842673.0,2020-05-02,2020-05-17,2020-05-02,NAA8,14437.42,67,,,,2,5,2020,17,5,2020,2,5,2020,19,1189,0-15
4378,U001,200711029,WEGMAN foundation,2020-03-12 09:51:50.449218750,2020.0,1930564675.0,2020-02-27,2020-03-13,2020-02-27,NAA8,7532.37,67,,,,27,2,2020,13,3,2020,27,2,2020,19,3008,
4379,U001,100000222,SMITHFIE foundation,2020-04-06 10:24:21.468750000,2020.0,1930698399.0,2020-03-26,2020-04-10,2020-03-26,NAA8,65103.19,67,,,,26,3,2020,10,4,2020,26,3,2020,19,2531,
4380,U001,100031704,DELHAIZE foundation,2020-05-08 16:35:35.625000000,2020.0,1930801350.0,2020-04-20,2020-05-05,2020-04-20,NAA8,43134.23,67,,,,20,4,2020,5,5,2020,20,4,2020,19,739,0-15
4381,U001,200744019,TARG llc,2020-05-08 17:02:19.669921875,2020.0,1930822729.0,2020-04-24,2020-05-09,2020-04-24,NAA8,25294.01,67,,,,24,4,2020,9,5,2020,24,4,2020,19,2777,
4382,U001,200416837,DEC corp,2020-05-26 19:59:28.968750000,2020.0,1930858033.0,2020-05-05,2020-05-24,2020-05-01,NAM4,6382.0,67,,,,5,5,2020,24,5,2020,1,5,2020,36,713,0-15
4383,U001,200418007,AM co,2020-04-25 04:56:24.275390625,2020.0,1930772140.0,2020-04-10,2020-04-25,2020-04-10,NAA8,29403.27,67,,,,10,4,2020,25,4,2020,10,4,2020,19,87,0-15
4384,U001,200769623,WAL-MAR corp,2020-05-03 14:33:17.406250000,2020.0,1930795586.0,2020-04-17,2020-05-02,2020-04-17,NAH4,3690.13,67,,,,17,4,2020,2,5,2020,17,4,2020,32,2978,0-15
4385,U001,200769623,WAL-MAR llc,2020-05-13 09:06:27.984375000,2020.0,1930844891.0,2020-05-01,2020-05-16,2020-05-01,NAH4,17011.51,67,,,,1,5,2020,16,5,2020,1,5,2020,32,2982,
4386,U001,200794332,COST llc,2020-05-05 23:37:16.031250000,2020.0,1930800719.0,2020-04-20,2020-05-05,2020-04-20,NAAX,1959.21,67,,,,20,4,2020,5,5,2020,20,4,2020,21,620,0-15
4387,U001,200790107,ROU trust,2020-04-14 17:06:50.750000000,2020.0,1930746733.0,2020-04-03,2020-04-18,2020-04-03,NAC6,42737.21,67,,,,3,4,2020,18,4,2020,3,4,2020,24,2353,
4388,U001,200744019,TARG foundation,2020-05-08 00:39:50.408203125,2020.0,1930818810.0,2020-04-23,2020-05-08,2020-04-23,NAA8,4395.33,67,,,,23,4,2020,8,5,2020,23,4,2020,19,2775,0-15
4389,U001,200148860,DOLLA trust,2020-04-29 06:43:24.375000000,2020.0,1930763964.0,2020-04-09,2020-04-24,2020-04-09,NAA8,88718.53,67,,,,9,4,2020,24,4,2020,9,4,2020,19,805,0-15
4390,U001,200508557,FOODL corporation,2020-05-24 12:40:25.750000000,2020.0,1930832794.0,2020-05-05,2020-05-20,2020-05-05,NAA8,2970.73,67,,,,5,5,2020,20,5,2020,5,5,2020,19,981,0-15
4391,U001,200769623,WAL-MAR corporation,2020-04-03 02:37:46.312500000,2020.0,1930660408.0,2020-03-17,2020-04-01,2020-03-17,NAH4,1991.84,67,,,,17,3,2020,1,4,2020,17,3,2020,32,2979,0-15
4392,U001,200769623,WAL-MAR corporation,2020-05-01 14:36:40.687500000,2020.0,1930745651.0,2020-04-05,2020-04-20,2020-04-05,NAH4,1915.22,67,,,,5,4,2020,20,4,2020,5,4,2020,32,2979,0-15
4393,U001,200780383,MEIJ corp,2020-04-11 12:32:21.304687500,2020.0,1930714515.0,2020-03-28,2020-04-12,2020-03-28,NAA8,107958.94,67,,,,28,3,2020,12,4,2020,28,3,2020,19,1848,
4394,CA02,140106408,WAL-M systems,2020-03-31 19:43:56.625000000,2020.0,2960623514.0,2020-03-24,2020-04-04,2020-03-25,CA10,72971.75,67,,,,24,3,2020,4,4,2020,25,3,2020,5,2972,
4395,U001,200769623,WAL-MAR associates,2020-05-08 13:54:21.703125000,2020.0,1930829362.0,2020-04-26,2020-05-11,2020-04-26,NAH4,2169.37,67,,,,26,4,2020,11,5,2020,26,4,2020,32,2976,
4396,U001,200416837,DEC associates,2020-05-26 03:50:12.359375000,2020.0,1930858030.0,2020-05-05,2020-05-24,2020-05-01,NAM4,559.08,67,,,,5,5,2020,24,5,2020,1,5,2020,36,711,0-15
4397,CA02,140105847,GORDON F trust,2020-03-10 13:10:14.703125000,2020.0,2960616767.0,2020-03-02,2020-03-13,2020-03-03,CA10,20375.04,67,,,,2,3,2020,13,3,2020,3,3,2020,5,1139,
4398,U001,200744019,TARG in,2020-04-08 04:18:43.390625000,2020.0,1930690548.0,2020-03-25,2020-04-09,2020-03-25,NAA8,24221.96,67,,,,25,3,2020,9,4,2020,25,3,2020,19,2776,
4399,U001,200744019,TARG trust,2020-05-02 04:24:43.875000000,2020.0,1930739878.0,2020-04-05,2020-04-20,2020-04-05,NAA8,291.69,67,,,,5,4,2020,20,4,2020,5,4,2020,19,2779,0-15
4400,U001,200793568,SUPE trust,2020-05-09 17:15:38.312500000,2020.0,1930827299.0,2020-04-27,2020-05-12,2020-04-27,NAA8,57726.41,67,,,,27,4,2020,12,5,2020,27,4,2020,19,2648,
4401,U001,200148860,DOLLA associates,2020-04-21 02:38:05.398437500,2020.0,1930753038.0,2020-04-07,2020-04-22,2020-04-07,NAA8,50757.44,67,,,,7,4,2020,22,4,2020,7,4,2020,19,797,
4402,U001,200759878,SA systems,2020-05-14 22:43:58.015625000,2020.0,1930837789.0,2020-05-01,2020-05-16,2020-05-01,NAH4,14235.87,67,,,,1,5,2020,16,5,2020,1,5,2020,32,2378,
4403,U001,200769623,WAL-MAR co,2020-04-01 07:49:44.937500000,2020.0,1930611610.0,2020-03-06,2020-03-21,2020-03-06,NAH4,3611.88,67,,,,6,3,2020,21,3,2020,6,3,2020,32,2977,0-15
4404,U001,200729290,KROGER foundation,2020-05-04 00:40:21.265625000,2020.0,1930799618.0,2020-04-18,2020-05-03,2020-04-18,NAA8,99254.52,67,,,,18,4,2020,3,5,2020,18,4,2020,19,1581,0-15
4405,U001,200775660,EB trust,2020-04-07 00:52:41.442871094,2020.0,1930686983.0,2020-03-23,2020-04-07,2020-03-23,NAA8,113962.89,67,,,,23,3,2020,7,4,2020,23,3,2020,19,2905,0-15
4406,CA02,140104440,SO llc,2020-04-13 23:17:59.343750000,2020.0,2960626020.0,2020-04-03,2020-04-18,2020-04-08,CA10,16574.59,67,,,,3,4,2020,18,4,2020,8,4,2020,5,2542,
4407,U001,200744019,TARG co,2020-05-14 01:15:32.716308594,2020.0,1930833091.0,2020-04-29,2020-05-14,2020-04-29,NAA8,52676.33,67,,,,29,4,2020,14,5,2020,29,4,2020,19,2772,0-15
4408,U001,200769623,WAL-MAR corporation,2020-03-18 18:16:50.570312500,2020.0,1930606115.0,2020-03-05,2020-03-20,2020-03-05,NAH4,33686.06,67,,,,5,3,2020,20,3,2020,5,3,2020,32,2979,
4409,U001,200769623,WAL-MAR associates,2020-04-04 15:17:32.003906250,2020.0,1930675167.0,2020-03-21,2020-04-05,2020-03-21,NAH4,47115.9,67,,,,21,3,2020,5,4,2020,21,3,2020,32,2976,
4410,U001,200769623,WAL-MAR llc,2020-03-29 08:39:16.062500000,2020.0,1930655124.0,2020-03-16,2020-03-31,2020-03-16,NAH4,21418.78,67,,,,16,3,2020,31,3,2020,16,3,2020,32,2982,
4411,U001,200769623,WAL-MAR trust,2020-05-23 14:19:49.625000000,2020.0,1930883874.0,2020-05-10,2020-05-25,2020-05-10,NAH4,11036.94,67,,,,10,5,2020,25,5,2020,10,5,2020,32,2984,
4412,U001,200704858,WAKE us,2020-05-07 06:43:45.261718750,2020.0,1930813217.0,2020-04-23,2020-05-08,2020-04-23,NAA8,17464.47,67,,,,23,4,2020,8,5,2020,23,4,2020,19,2956,
4413,U001,200769623,WAL-MAR associates,2020-04-16 14:42:57.109375000,2020.0,1930739464.0,2020-04-04,2020-04-19,2020-04-04,NAH4,111054.25,67,,,,4,4,2020,19,4,2020,4,4,2020,32,2976,
4414,U001,200763814,SYSCO F ,2020-04-23 10:33:01.449218750,2020.0,1930772508.0,2020-04-09,2020-04-24,2020-04-09,NAA8,6394.96,67,,,,9,4,2020,24,4,2020,9,4,2020,19,2712,
4415,U001,200782001,GORDO systems,2020-03-18 10:09:55.070312500,2020.0,1930553640.0,2020-02-27,2020-03-18,2020-02-27,NAD1,15878.12,67,,,,27,2,2020,18,3,2020,27,2,2020,26,1127,0-15
4416,U001,200769623,WAL-MAR trust,2020-04-23 07:29:35.796875000,2020.0,1930775775.0,2020-04-11,2020-04-26,2020-04-11,NAH4,7040.71,67,,,,11,4,2020,26,4,2020,11,4,2020,32,2984,
4417,U001,200230690,DECA corporation,2020-05-23 22:32:31.185058594,2020.0,1930856985.0,2020-05-05,2020-05-24,2020-05-01,NAM4,5498.36,67,,,,5,5,2020,24,5,2020,1,5,2020,36,725,
4418,U001,200769623,WAL-MAR foundation,2020-06-02 12:31:36.750000000,2020.0,1930861093.0,2020-05-06,2020-05-21,2020-05-06,NAH4,3270.04,67,,,,6,5,2020,21,5,2020,6,5,2020,32,2980,0-15
4419,U001,200759878,SA foundation,2020-05-14 02:49:00.843750000,2020.0,1930833495.0,2020-04-30,2020-05-15,2020-04-30,NAH4,14257.41,67,,,,30,4,2020,15,5,2020,30,4,2020,32,2375,
4420,U001,200780383,MEIJ trust,2020-04-16 01:44:03.265625000,2020.0,1930730719.0,2020-04-02,2020-04-17,2020-04-02,NAA8,120599.76,67,,,,2,4,2020,17,4,2020,2,4,2020,19,1854,
4421,U001,200706844,WINC in,2020-04-06 09:32:58.687500000,2020.0,1930651195.0,2020-03-16,2020-03-31,2020-03-16,NAA8,11425.98,67,,,,16,3,2020,31,3,2020,16,3,2020,19,3041,0-15
4422,U001,200712105,WALG us,2020-04-16 16:09:50.437500000,2020.0,1930692616.0,2020-03-24,2020-04-08,2020-03-24,NAA8,103874.96,67,,,,24,3,2020,8,4,2020,24,3,2020,19,2996,0-15
4423,CA02,140104409,LOB corporation,2020-03-31 22:18:18.390625000,2020.0,2960620432.0,2020-03-12,2020-03-29,2020-03-19,CA10,63288.55,67,,,,12,3,2020,29,3,2020,19,3,2020,5,1660,0-15
4424,U001,200353024,DECA corporation,2020-05-10 09:44:46.640625000,2020.0,1930811591.0,2020-04-22,2020-05-09,2020-04-16,NAM4,965.04,67,,,,22,4,2020,9,5,2020,16,4,2020,36,725,0-15
4425,CA02,140106408,WAL-M corp,2020-05-10 07:05:06.015625000,2020.0,2960632351.0,2020-05-03,2020-05-13,2020-05-03,CA10,43565.19,67,,,,3,5,2020,13,5,2020,3,5,2020,5,2967,
4426,U001,200769623,WAL-MAR foundation,2020-05-07 00:45:38.125000000,2020.0,1930826917.0,2020-04-26,2020-05-11,2020-04-26,NAH4,1193.42,67,,,,26,4,2020,11,5,2020,26,4,2020,32,2980,
4427,U001,200762301,C&S WH llc,2020-04-24 05:32:49.906250000,2020.0,1930776650.0,2020-04-11,2020-04-26,2020-04-11,NAC6,280.25,67,,,,11,4,2020,26,4,2020,11,4,2020,24,439,
4428,U001,200705742,DOT systems,2020-03-29 20:19:04.151367188,2020.0,1930632859.0,2020-03-10,2020-03-30,2020-03-10,NAD1,36885.0,67,,,,10,3,2020,30,3,2020,10,3,2020,26,833,
4429,U001,200769623,WAL-MAR in,2020-04-23 03:00:27.382812500,2020.0,1930759190.0,2020-04-09,2020-04-24,2020-04-09,NAH4,14114.83,67,,,,9,4,2020,24,4,2020,9,4,2020,32,2981,
4430,U001,200762301,C&S WH associates,2020-05-02 17:54:00.000000000,2020.0,1930730867.0,2020-04-03,2020-04-18,2020-04-03,NAC6,98969.54,67,,,,3,4,2020,18,4,2020,3,4,2020,24,433,0-15
4431,U001,200769623,WAL-MAR foundation,2020-04-04 07:23:21.027343750,2020.0,1930683396.0,2020-03-21,2020-04-05,2020-03-21,NAH4,59857.62,67,,,,21,3,2020,5,4,2020,21,3,2020,32,2980,
4432,U001,200705742,DOT ,2020-05-03 14:41:10.062500000,2020.0,1930774858.0,2020-04-11,2020-05-01,2020-04-11,NAD1,29268.46,67,,,,11,4,2020,1,5,2020,11,4,2020,26,825,0-15
4433,U001,200759878,SA corporation,2020-03-13 13:00:33.695312500,2020.0,1930581172.0,2020-02-29,2020-03-15,2020-02-29,NAH4,34732.9,67,,,,29,2,2020,15,3,2020,29,2,2020,32,2374,
4434,U001,200769623,WAL-MAR associates,2020-03-26 14:19:23.593750000,2020.0,1930651140.0,2020-03-14,2020-03-29,2020-03-14,NAH4,449.43,67,,,,14,3,2020,29,3,2020,14,3,2020,32,2976,
4435,U001,200769623,WAL-MAR in,2020-04-13 09:06:27.984375000,2020.0,1930724590.0,2020-04-01,2020-04-16,2020-04-01,NAH4,17025.11,67,,,,1,4,2020,16,4,2020,1,4,2020,32,2981,
4436,U001,200744019,TARG associates,2020-04-27 08:32:57.390625000,2020.0,1930783045.0,2020-04-14,2020-04-29,2020-04-14,NAA8,864.94,67,,,,14,4,2020,29,4,2020,14,4,2020,19,2771,
4437,U001,200700919,US  co,2020-03-23 23:14:55.398437500,2020.0,1930627436.0,2020-03-10,2020-03-25,2020-03-10,NAA8,51700.88,67,,,,10,3,2020,25,3,2020,10,3,2020,19,2889,
4438,U001,200792734,MDV/ associates,2020-04-06 01:30:11.734375000,2020.0,1930700701.0,2020-03-25,2020-04-09,2020-03-25,NAA8,95801.16,67,,,,25,3,2020,9,4,2020,25,3,2020,19,1834,
4439,CA02,140104440,SO trust,2020-04-03 22:00:18.625000000,2020.0,2960623584.0,2020-03-26,2020-04-07,2020-03-28,CA10,1082.96,67,,,,26,3,2020,7,4,2020,28,3,2020,5,2544,
4440,U001,200769623,WAL-MAR co,2020-04-02 22:48:48.703125000,2020.0,1930652974.0,2020-03-17,2020-04-01,2020-03-17,NAH4,589.11,67,,,,17,3,2020,1,4,2020,17,3,2020,32,2977,0-15
4441,U001,200769623,WAL-MAR us,2020-04-27 07:46:53.687500000,2020.0,1930732615.0,2020-04-02,2020-04-17,2020-04-02,NAH4,3631.58,67,,,,2,4,2020,17,4,2020,2,4,2020,32,2985,0-15
4442,U001,200744019,TARG corp,2020-05-15 13:51:54.796875000,2020.0,1930830594.0,2020-04-29,2020-05-14,2020-04-29,NAA8,10859.54,67,,,,29,4,2020,14,5,2020,29,4,2020,19,2773,0-15
4443,U001,200148860,DOLLA in,2020-05-16 00:43:18.134765625,2020.0,1930642226.0,2020-03-12,2020-05-16,2020-03-12,NAGD,6612.07,67,,,,12,3,2020,16,5,2020,12,3,2020,31,802,0-15
4444,U001,200794332,COST llc,2020-04-21 18:01:28.947265625,2020.0,1930752104.0,2020-04-07,2020-04-22,2020-04-07,NAAX,20771.57,67,,,,7,4,2020,22,4,2020,7,4,2020,21,620,
4445,U001,200769623,WAL-MAR ,2020-05-02 11:59:56.750000000,2020.0,1930756135.0,2020-04-05,2020-04-20,2020-04-05,NAH4,1898.2,67,,,,5,4,2020,20,4,2020,5,4,2020,32,2975,0-15
4446,U001,200726979,BJ'S  corp,2020-03-29 10:40:38.453125000,2020.0,1930655922.0,2020-03-16,2020-03-31,2020-03-16,NAA8,1184.83,67,,,,16,3,2020,31,3,2020,16,3,2020,19,315,
4447,U001,200769623,WAL-MAR corp,2020-05-13 19:36:27.546875000,2020.0,1930845076.0,2020-05-01,2020-05-16,2020-05-01,NAH4,30737.71,67,,,,1,5,2020,16,5,2020,1,5,2020,32,2978,
4448,U001,200769623,WAL-MAR us,2020-03-22 07:50:09.687500000,2020.0,1930625355.0,2020-03-11,2020-03-26,2020-03-11,NAH4,1080.9,67,,,,11,3,2020,26,3,2020,11,3,2020,32,2985,
4449,U001,200037027,FARN us,2020-05-19 21:40:15.104492188,2020.0,1930860304.0,2020-05-05,2020-05-20,2020-05-05,NAA8,25163.92,67,,,,5,5,2020,20,5,2020,5,5,2020,19,2905,
4450,U001,200774000,RALEY corp,2020-05-13 11:15:20.343750000,2020.0,1930843701.0,2020-04-30,2020-05-15,2020-04-30,NAA8,76641.0,67,,,,30,4,2020,15,5,2020,30,4,2020,19,2905,
4451,U001,200735528,ASSOCIA ,2020-04-15 20:02:34.234375000,2020.0,1930731304.0,2020-04-02,2020-04-17,2020-04-02,NAA8,64397.46,67,,,,2,4,2020,17,4,2020,2,4,2020,19,2905,
4452,CA02,140105686,SYSC llc,2020-03-26 16:56:16.312500000,2020.0,2960618541.0,2020-03-05,2020-03-16,2020-03-06,CA10,139.12,67,,,,5,3,2020,16,3,2020,6,3,2020,5,2696,0-15
4453,U001,200769623,WAL-MAR trust,2020-04-10 14:32:40.468750000,2020.0,1930714768.0,2020-03-30,2020-04-14,2020-03-30,NAH4,31536.0,67,,,,30,3,2020,14,4,2020,30,3,2020,32,2984,
4454,U001,200711029,WEGMAN ,2020-03-22 03:38:55.242187500,2020.0,1930620385.0,2020-03-08,2020-03-23,2020-03-08,NAA8,14109.7,67,,,,8,3,2020,23,3,2020,8,3,2020,19,3003,
4455,U001,200759878,SA ,2020-04-06 18:35:25.476562500,2020.0,1930673885.0,2020-03-22,2020-04-06,2020-03-22,NAH4,14163.92,67,,,,22,3,2020,6,4,2020,22,3,2020,32,2370,0-15
4456,U001,200769623,WAL-MAR systems,2020-03-13 01:54:41.984375000,2020.0,1930584649.0,2020-03-01,2020-03-16,2020-03-01,NAH4,43024.32,67,,,,1,3,2020,16,3,2020,1,3,2020,32,2983,
4457,U001,200726979,BJ'S  us,2020-05-08 21:25:12.125000000,2020.0,1930813484.0,2020-04-23,2020-05-08,2020-04-23,NAA8,9222.81,67,,,,23,4,2020,8,5,2020,23,4,2020,19,322,0-15
4458,U001,200769623,WAL-MAR llc,2020-03-18 16:05:46.859375000,2020.0,1930611029.0,2020-03-06,2020-03-21,2020-03-06,NAH4,28904.8,67,,,,6,3,2020,21,3,2020,6,3,2020,32,2982,
4459,U001,200772670,ASSOCIAT us,2020-04-20 00:10:39.953125000,2020.0,1930737595.0,2020-04-02,2020-04-17,2020-04-02,NAU5,18489.84,67,,,,2,4,2020,17,4,2020,2,4,2020,47,186,0-15
4460,U001,200761734,H E BUT ,2020-04-06 14:47:22.585937500,2020.0,1930674355.0,2020-03-22,2020-04-06,2020-03-22,NAA8,18143.02,67,,,,22,3,2020,6,4,2020,22,3,2020,19,1182,0-15
4461,U001,200718130,SYSCO F us,2020-03-20 06:10:00.640625000,2020.0,1930613410.0,2020-03-06,2020-03-21,2020-03-06,NAA8,19627.35,67,,,,6,3,2020,21,3,2020,6,3,2020,19,2722,
4462,U001,200769623,WAL-MAR corporation,2020-05-08 03:28:58.128906250,2020.0,1930805224.0,2020-04-23,2020-05-08,2020-04-23,NAH4,6807.61,67,,,,23,4,2020,8,5,2020,23,4,2020,32,2979,0-15
4463,U001,200762950,HAR in,2020-03-12 22:35:33.171875000,2020.0,1930581228.0,2020-02-28,2020-03-14,2020-02-28,NAA8,107808.26,67,,,,28,2,2020,14,3,2020,28,2,2020,19,1222,
4464,U001,200762301,C&S WH ,2020-05-01 05:21:56.968750000,2020.0,1930778742.0,2020-04-14,2020-04-29,2020-04-14,NAC6,2149.54,67,,,,14,4,2020,29,4,2020,14,4,2020,24,432,0-15
4465,U001,200792734,MDV/ us,2020-04-02 22:21:28.578125000,2020.0,1930666907.0,2020-03-18,2020-04-02,2020-03-18,NAA8,74590.57,67,,,,18,3,2020,2,4,2020,18,3,2020,19,1843,0-15
4466,U001,200759878,SA corporation,2020-04-08 13:29:40.882812500,2020.0,1930692823.0,2020-03-26,2020-04-10,2020-03-26,NAH4,19635.65,67,,,,26,3,2020,10,4,2020,26,3,2020,32,2374,
4467,U001,200778870,C foundation,2020-03-26 18:26:04.197265625,2020.0,1930629342.0,2020-03-12,2020-03-27,2020-03-12,NAA8,9117.16,67,,,,12,3,2020,27,3,2020,12,3,2020,19,410,
4468,U001,200794332,COST us,2020-05-15 03:25:40.187500000,2020.0,1930585678.0,2020-03-04,2020-05-08,2020-03-04,NAGD,4011.76,67,,,,4,3,2020,8,5,2020,4,3,2020,31,623,0-15
4469,U001,100030443,GLACIE foundation,2020-05-10 05:30:51.093750000,2020.0,1930809291.0,2020-04-21,2020-05-06,2020-04-21,NAA8,1457.7,67,,,,21,4,2020,6,5,2020,21,4,2020,19,2905,0-15
4470,U001,200148860,DOLLA ,2020-04-13 17:58:22.750000000,2020.0,1930682363.0,2020-03-21,2020-04-05,2020-03-21,NAA8,12757.71,67,,,,21,3,2020,5,4,2020,21,3,2020,19,796,0-15
4471,U001,200803720,DEC corporation,2020-03-25 00:24:43.234375000,2020.0,1930617766.0,2020-03-07,2020-03-24,2020-03-01,NAM4,768.48,67,,,,7,3,2020,24,3,2020,1,3,2020,36,714,0-15
4472,U001,200705089,JETR foundation,2020-03-29 22:10:19.750000000,2020.0,1930657468.0,2020-03-16,2020-03-31,2020-03-16,NAA8,1748.14,67,,,,16,3,2020,31,3,2020,16,3,2020,19,1412,
4473,U001,200776463,KROGE us,2020-05-12 12:18:50.046875000,2020.0,1930837692.0,2020-04-29,2020-05-14,2020-04-29,NAA8,48795.81,67,,,,29,4,2020,14,5,2020,29,4,2020,19,1575,
4474,U001,200749782,KROG llc,2020-04-06 02:39:58.242187500,2020.0,1930682345.0,2020-03-23,2020-04-07,2020-03-23,NAA8,34595.78,67,,,,23,3,2020,7,4,2020,23,3,2020,19,1561,
4475,U001,200881076,ALBERT systems,2020-03-24 16:10:01.312500000,2020.0,1930642143.0,2020-03-12,2020-03-27,2020-03-12,NAA8,118437.88,67,,,,12,3,2020,27,3,2020,12,3,2020,19,76,
4476,U001,200353024,DECA ,2020-03-27 11:29:30.781250000,2020.0,1930606166.0,2020-03-05,2020-03-24,2020-03-01,NAM4,3298.51,67,,,,5,3,2020,24,3,2020,1,3,2020,36,721,0-15
